Id;Measure;WijkenEnBuurten;Value;StringValue;ValueAttribute
57514;M000125;WK030706;;1;None
57515;T001036;WK030706;3185;;None
57516;3000;WK030706;1565;;None
57517;4000;WK030706;1620;;None
57518;10680;WK030706;450;;None
57519;53050;WK030706;320;;None
57520;53310;WK030706;895;;None
57521;53715;WK030706;885;;None
57522;80200;WK030706;640;;None
57523;1010;WK030706;1545;;None
57524;1020;WK030706;1155;;None
57525;1080;WK030706;345;;None
57526;1050;WK030706;140;;None
57527;2012655;WK030706;290;;None
57528;2012657_2;WK030706;990;;None
57529;H008673;WK030706;310;;None
57530;H007119;WK030706;55;;None
57531;H008751;WK030706;45;;None
57532;H008766;WK030706;255;;None
57533;A008187;WK030706;325;;None
57534;1050010_2;WK030706;1590;;None
57535;1050015;WK030706;665;;None
57536;1016040;WK030706;455;;None
57537;1016030;WK030706;465;;None
57538;M000114;WK030706;2;;None
57539;M000100;WK030706;5957;;None
57540;M000297;WK030706;1580;;None
57541;M001642;WK030706;332;;None
57542;ZW10290;WK030706;39;;None
57543;ZW10340;WK030706;61;;None
57544;A028725;WK030706;98;;None
57545;A028726;WK030706;2;;None
57546;1014800_1;WK030706;35;;None
57547;1014850_2;WK030706;65;;None
57548;A047047;WK030706;58;;None
57549;A047048;WK030706;8;;None
57550;A047051;WK030706;0;;None
57551;ZW25808;WK030706;55;;None
57552;ZW25807;WK030706;45;;None
57553;M000200_2;WK030706;345;;None
57554;301000;WK030706;0;;None
57555;300003;WK030706;25;;None
57556;300005;WK030706;35;;None
57557;383105;WK030706;35;;None
57558;300009;WK030706;15;;None
57559;300010;WK030706;100;;None
57560;300012;WK030706;90;;None
57561;300014;WK030706;45;;None
57562;A018943_2;WK030706;1290;;None
57563;A019276;WK030706;1045;;None
57564;D001045;WK030706;245;;None
57565;M000368;WK030706;0,8;;None
57566;A018943_4;WK030706;2409;;None
57567;A018944;WK030706;90;;None
57568;T001455_2;WK030706;57;;None
57569;A047044;WK030706;53;;None
57570;A047040;WK030706;3;;None
57571;ST0001;WK030706;1;;None
57572;ST0003;WK030706;3405;;None
57573;GM000C;BU03070600;;Amersfoort                              ;None
57574;R00003;BU03070600;;Buurt     ;None
57575;R00004;BU03070600;;BU03070600;None
57576;M000125;BU03070600;;1;None
57577;T001036;BU03070600;620;;None
57578;3000;BU03070600;295;;None
57579;4000;BU03070600;325;;None
57580;10680;BU03070600;75;;None
57581;53050;BU03070600;55;;None
57582;53310;BU03070600;150;;None
57583;53715;BU03070600;175;;None
57584;80200;BU03070600;170;;None
57585;1010;BU03070600;285;;None
57586;1020;BU03070600;200;;None
57587;1080;BU03070600;95;;None
57588;1050;BU03070600;40;;None
57589;2012655;BU03070600;60;;None
57590;2012657_2;BU03070600;130;;None
57591;H008673;BU03070600;45;;None
57592;H007119;BU03070600;15;;None
57593;H008751;BU03070600;10;;None
57594;H008766;BU03070600;15;;None
57595;A008187;BU03070600;50;;None
57596;1050010_2;BU03070600;340;;None
57597;1050015;BU03070600;155;;None
57598;1016040;BU03070600;90;;None
57599;1016030;BU03070600;90;;None
57600;M000114;BU03070600;1,8;;None
57601;M000100;BU03070600;4178;;None
57602;M000297;BU03070600;337;;None
57603;M001642;BU03070600;275;;None
57604;ZW10290;BU03070600;100;;None
57605;ZW10340;BU03070600;0;;None
57606;A028725;BU03070600;99;;None
57607;A028726;BU03070600;1;;None
57608;1014800_1;BU03070600;7;;None
57609;1014850_2;BU03070600;93;;None
57610;A047047;BU03070600;93;;None
57611;A047048;BU03070600;0;;None
57612;A047051;BU03070600;0;;None
57613;ZW25808;BU03070600;100;;None
57614;ZW25807;BU03070600;0;;None
57615;M000200_2;BU03070600;50;;None
57616;301000;BU03070600;0;;None
57617;300003;BU03070600;5;;None
57618;300005;BU03070600;5;;None
57619;383105;BU03070600;5;;None
57620;300009;BU03070600;0;;None
57621;300010;BU03070600;10;;None
57622;300012;BU03070600;20;;None
57623;300014;BU03070600;5;;None
57624;A018943_2;BU03070600;225;;None
57625;A019276;BU03070600;200;;None
57626;D001045;BU03070600;30;;None
57627;M000368;BU03070600;0,7;;None
57628;A018943_4;BU03070600;1535;;None
57629;A018944;BU03070600;30;;None
57630;T001455_2;BU03070600;16;;None
57631;A047044;BU03070600;15;;None
57632;A047040;BU03070600;1;;None
57633;PC000C;BU03070600;;      3813;None
57634;M000217;BU03070600;1;;None
57635;ST0001;BU03070600;1;;None
57636;ST0003;BU03070600;3396;;None
57637;GM000C;BU03070601;;Amersfoort                              ;None
57638;R00003;BU03070601;;Buurt     ;None
57639;R00004;BU03070601;;BU03070601;None
57640;M000125;BU03070601;;1;None
57641;T001036;BU03070601;1760;;None
57642;3000;BU03070601;885;;None
57643;4000;BU03070601;875;;None
57644;10680;BU03070601;310;;None
57645;53050;BU03070601;210;;None
57646;53310;BU03070601;575;;None
57647;53715;BU03070601;460;;None
57648;80200;BU03070601;205;;None
57649;1010;BU03070601;930;;None
57650;1020;BU03070601;600;;None
57651;1080;BU03070601;180;;None
57652;1050;BU03070601;45;;None
57653;2012655;BU03070601;130;;None
57654;2012657_2;BU03070601;745;;None
57655;H008673;BU03070601;230;;None
57656;H007119;BU03070601;30;;None
57657;H008751;BU03070601;25;;None
57658;H008766;BU03070601;225;;None
57659;A008187;BU03070601;230;;None
57660;1050010_2;BU03070601;800;;None
57661;1050015;BU03070601;320;;None
57662;1016040;BU03070601;195;;None
57663;1016030;BU03070601;290;;None
57664;M000114;BU03070601;2,2;;None
57665;M000100;BU03070601;5916;;None
57666;M000297;BU03070601;797;;None
57667;M001642;BU03070601;298;;None
57668;ZW10290;BU03070601;18;;None
57669;ZW10340;BU03070601;82;;None
57670;A028725;BU03070601;97;;None
57671;A028726;BU03070601;3;;None
57672;1014800_1;BU03070601;35;;None
57673;1014850_2;BU03070601;65;;None
57674;A047047;BU03070601;61;;None
57675;A047048;BU03070601;4;;None
57676;A047051;BU03070601;0;;None
57677;ZW25808;BU03070601;53;;None
57678;ZW25807;BU03070601;47;;None
57679;M000200_2;BU03070601;180;;None
57680;301000;BU03070601;0;;None
57681;300003;BU03070601;10;;None
57682;300005;BU03070601;20;;None
57683;383105;BU03070601;20;;None
57684;300009;BU03070601;10;;None
57685;300010;BU03070601;45;;None
57686;300012;BU03070601;50;;None
57687;300014;BU03070601;20;;None
57688;A018943_2;BU03070601;640;;None
57689;A019276;BU03070601;520;;None
57690;D001045;BU03070601;120;;None
57691;M000368;BU03070601;0,8;;None
57692;A018943_4;BU03070601;2155;;None
57693;A018944;BU03070601;30;;None
57694;T001455_2;BU03070601;31;;None
57695;A047044;BU03070601;30;;None
57696;A047040;BU03070601;2;;None
57697;PC000C;BU03070601;;      3813;None
57698;M000217;BU03070601;1;;None
57699;ST0001;BU03070601;1;;None
57700;ST0003;BU03070601;3192;;None
57701;GM000C;BU03070603;;Amersfoort                              ;None
57702;R00003;BU03070603;;Buurt     ;None
57703;R00004;BU03070603;;BU03070603;None
57704;M000125;BU03070603;;1;None
57705;T001036;BU03070603;810;;None
57706;3000;BU03070603;385;;None
57707;4000;BU03070603;420;;None
57708;10680;BU03070603;70;;None
57709;53050;BU03070603;60;;None
57710;53310;BU03070603;170;;None
57711;53715;BU03070603;250;;None
57712;80200;BU03070603;265;;None
57713;1010;BU03070603;325;;None
57714;1020;BU03070603;360;;None
57715;1080;BU03070603;75;;None
57716;1050;BU03070603;45;;None
57717;2012655;BU03070603;100;;None
57718;2012657_2;BU03070603;115;;None
57719;H008673;BU03070603;40;;None
57720;H007119;BU03070603;10;;None
57721;H008751;BU03070603;10;;None
57722;H008766;BU03070603;10;;None
57723;A008187;BU03070603;45;;None
57724;1050010_2;BU03070603;445;;None
57725;1050015;BU03070603;190;;None
57726;1016040;BU03070603;170;;None
57727;1016030;BU03070603;85;;None
57728;M000114;BU03070603;1,8;;None
57729;M000100;BU03070603;9027;;None
57730;M000297;BU03070603;446;;None
57731;M001642;BU03070603;437;;None
57732;ZW10290;BU03070603;30;;None
57733;ZW10340;BU03070603;70;;None
57734;A028725;BU03070603;97;;None
57735;A028726;BU03070603;3;;None
57736;1014800_1;BU03070603;56;;None
57737;1014850_2;BU03070603;44;;None
57738;A047047;BU03070603;25;;None
57739;A047048;BU03070603;19;;None
57740;A047051;BU03070603;0;;None
57741;ZW25808;BU03070603;25;;None
57742;ZW25807;BU03070603;75;;None
57743;M000200_2;BU03070603;115;;None
57744;301000;BU03070603;0;;None
57745;300003;BU03070603;5;;None
57746;300005;BU03070603;10;;None
57747;383105;BU03070603;10;;None
57748;300009;BU03070603;5;;None
57749;300010;BU03070603;45;;None
57750;300012;BU03070603;20;;None
57751;300014;BU03070603;20;;None
57752;A018943_2;BU03070603;420;;None
57753;A019276;BU03070603;325;;None
57754;D001045;BU03070603;95;;None
57755;M000368;BU03070603;0,9;;None
57756;A018943_4;BU03070603;4692;;None
57757;A018944;BU03070603;35;;None
57758;T001455_2;BU03070603;10;;None
57759;A047044;BU03070603;9;;None
57760;A047040;BU03070603;1;;None
57761;PC000C;BU03070603;;      3813;None
57762;M000217;BU03070603;1;;None
57763;ST0001;BU03070603;1;;None
57764;ST0003;BU03070603;3810;;None
57765;GM000C;WK030707;;Amersfoort                              ;None
57766;R00003;WK030707;;Wijk      ;None
57767;R00004;WK030707;;WK030707  ;None
57768;M000125;WK030707;;1;None
57769;T001036;WK030707;6200;;None
57770;3000;WK030707;3045;;None
57771;4000;WK030707;3150;;None
57772;10680;WK030707;1080;;None
57773;53050;WK030707;740;;None
57774;53310;WK030707;1970;;None
57775;53715;WK030707;1500;;None
57776;80200;WK030707;915;;None
57777;1010;WK030707;3345;;None
57778;1020;WK030707;2065;;None
57779;1080;WK030707;515;;None
57780;1050;WK030707;275;;None
57781;2012655;WK030707;540;;None
57782;2012657_2;WK030707;2225;;None
57783;H008673;WK030707;495;;None
57784;H007119;WK030707;90;;None
57785;H008751;WK030707;75;;None
57786;H008766;WK030707;890;;None
57787;A008187;WK030707;675;;None
57788;1050010_2;WK030707;2890;;None
57789;1050015;WK030707;1260;;None
57790;1016040;WK030707;705;;None
57791;1016030;WK030707;925;;None
57792;M000114;WK030707;2,1;;None
57793;M000100;WK030707;8027;;None
57794;M000297;WK030707;2840;;None
57795;M001642;WK030707;287;;None
57796;ZW10290;WK030707;44;;None
57797;ZW10340;WK030707;56;;None
57798;A028725;WK030707;98;;None
57799;A028726;WK030707;2;;None
57800;1014800_1;WK030707;42;;None
57801;1014850_2;WK030707;58;;None
57802;A047047;WK030707;47;;None
57803;A047048;WK030707;11;;None
57804;A047051;WK030707;0;;None
57805;ZW25808;WK030707;72;;None
57806;ZW25807;WK030707;28;;None
57807;M000200_2;WK030707;675;;None
57808;301000;WK030707;0;;None
57809;300003;WK030707;55;;None
57810;300005;WK030707;100;;None
57811;383105;WK030707;80;;None
57812;300009;WK030707;30;;None
57813;300010;WK030707;150;;None
57814;300012;WK030707;160;;None
57815;300014;WK030707;95;;None
57816;A018943_2;WK030707;2250;;None
57817;A019276;WK030707;1800;;None
57818;D001045;WK030707;450;;None
57819;M000368;WK030707;0,8;;None
57820;A018943_4;WK030707;2914;;None
57821;A018944;WK030707;150;;None
57822;T001455_2;WK030707;80;;None
57823;A047044;WK030707;77;;None
57824;A047040;WK030707;2;;None
57825;ST0001;WK030707;1;;None
57826;ST0003;WK030707;3890;;None
57827;GM000C;BU03070700;;Amersfoort                              ;None
57828;R00003;BU03070700;;Buurt     ;None
57829;R00004;BU03070700;;BU03070700;None
57830;M000125;BU03070700;;1;None
57831;T001036;BU03070700;2420;;None
57832;3000;BU03070700;1210;;None
57833;4000;BU03070700;1210;;None
57834;10680;BU03070700;490;;None
57835;53050;BU03070700;285;;None
57836;53310;BU03070700;755;;None
57837;53715;BU03070700;615;;None
57838;80200;BU03070700;275;;None
57839;1010;BU03070700;1345;;None
57840;1020;BU03070700;840;;None
57841;1080;BU03070700;175;;None
57842;1050;BU03070700;65;;None
57843;2012655;BU03070700;235;;None
57844;2012657_2;BU03070700;780;;None
57845;H008673;BU03070700;185;;None
57846;H007119;BU03070700;30;;None
57847;H008751;BU03070700;20;;None
57848;H008766;BU03070700;290;;None
57849;A008187;BU03070700;260;;None
57850;1050010_2;BU03070700;1060;;None
57851;1050015;BU03070700;395;;None
57852;1016040;BU03070700;260;;None
57853;1016030;BU03070700;405;;None
57854;M000114;BU03070700;2,3;;None
57855;M000100;BU03070700;8505;;None
57856;M000297;BU03070700;1030;;None
57857;M001642;BU03070700;306;;None
57858;ZW10290;BU03070700;52;;None
57859;ZW10340;BU03070700;48;;None
57860;A028725;BU03070700;98;;None
57861;A028726;BU03070700;2;;None
57862;1014800_1;BU03070700;53;;None
57863;1014850_2;BU03070700;47;;None
57864;A047047;BU03070700;41;;None
57865;A047048;BU03070700;6;;None
57866;A047051;BU03070700;0;;None
57867;ZW25808;BU03070700;68;;None
57868;ZW25807;BU03070700;32;;None
57869;M000200_2;BU03070700;270;;None
57870;301000;BU03070700;0;;None
57871;300003;BU03070700;20;;None
57872;300005;BU03070700;30;;None
57873;383105;BU03070700;35;;None
57874;300009;BU03070700;10;;None
57875;300010;BU03070700;65;;None
57876;300012;BU03070700;65;;None
57877;300014;BU03070700;45;;None
57878;A018943_2;BU03070700;845;;None
57879;A019276;BU03070700;655;;None
57880;D001045;BU03070700;185;;None
57881;M000368;BU03070700;0,8;;None
57882;A018943_4;BU03070700;2958;;None
57883;A018944;BU03070700;60;;None
57884;T001455_2;BU03070700;29;;None
57885;A047044;BU03070700;28;;None
57886;A047040;BU03070700;1;;None
57887;PC000C;BU03070700;;      3814;None
57888;M000217;BU03070700;1;;None
57889;ST0001;BU03070700;1;;None
57890;ST0003;BU03070700;3771;;None
57891;GM000C;BU03070701;;Amersfoort                              ;None
57892;R00003;BU03070701;;Buurt     ;None
57893;R00004;BU03070701;;BU03070701;None
57894;M000125;BU03070701;;1;None
57895;T001036;BU03070701;1975;;None
57896;3000;BU03070701;945;;None
57897;4000;BU03070701;1030;;None
57898;10680;BU03070701;310;;None
57899;53050;BU03070701;220;;None
57900;53310;BU03070701;565;;None
57901;53715;BU03070701;490;;None
57902;80200;BU03070701;390;;None
57903;1010;BU03070701;990;;None
57904;1020;BU03070701;695;;None
57905;1080;BU03070701;175;;None
57906;1050;BU03070701;115;;None
57907;2012655;BU03070701;130;;None
57908;2012657_2;BU03070701;805;;None
57909;H008673;BU03070701;195;;None
57910;H007119;BU03070701;30;;None
57911;H008751;BU03070701;25;;None
57912;H008766;BU03070701;340;;None
57913;A008187;BU03070701;215;;None
57914;1050010_2;BU03070701;950;;None
57915;1050015;BU03070701;415;;None
57916;1016040;BU03070701;240;;None
57917;1016030;BU03070701;290;;None
57918;M000114;BU03070701;2,1;;None
57919;M000100;BU03070701;8378;;None
57920;M000297;BU03070701;927;;None
57921;M001642;BU03070701;297;;None
57922;ZW10290;BU03070701;54;;None
57923;ZW10340;BU03070701;46;;None
57924;A028725;BU03070701;98;;None
57925;A028726;BU03070701;2;;None
57926;1014800_1;BU03070701;36;;None
57927;1014850_2;BU03070701;64;;None
57928;A047047;BU03070701;58;;None
57929;A047048;BU03070701;6;;None
57930;A047051;BU03070701;0;;None
57931;ZW25808;BU03070701;72;;None
57932;ZW25807;BU03070701;28;;None
57933;M000200_2;BU03070701;215;;None
57934;301000;BU03070701;0;;None
57935;300003;BU03070701;20;;None
57936;300005;BU03070701;50;;None
57937;383105;BU03070701;15;;None
57938;300009;BU03070701;10;;None
57939;300010;BU03070701;45;;None
57940;300012;BU03070701;45;;None
57941;300014;BU03070701;30;;None
57942;A018943_2;BU03070701;765;;None
57943;A019276;BU03070701;625;;None
57944;D001045;BU03070701;140;;None
57945;M000368;BU03070701;0,8;;None
57946;A018943_4;BU03070701;3250;;None
57947;A018944;BU03070701;50;;None
57948;T001455_2;BU03070701;25;;None
57949;A047044;BU03070701;24;;None
57950;A047040;BU03070701;1;;None
57951;PC000C;BU03070701;;      3814;None
57952;M000217;BU03070701;1;;None
57953;ST0001;BU03070701;1;;None
57954;ST0003;BU03070701;3906;;None
57955;GM000C;BU03070702;;Amersfoort                              ;None
57956;R00003;BU03070702;;Buurt     ;None
57957;R00004;BU03070702;;BU03070702;None
57958;M000125;BU03070702;;1;None
57959;T001036;BU03070702;1800;;None
57960;3000;BU03070702;885;;None
57961;4000;BU03070702;910;;None
57962;10680;BU03070702;280;;None
57963;53050;BU03070702;230;;None
57964;53310;BU03070702;650;;None
57965;53715;BU03070702;395;;None
57966;80200;BU03070702;245;;None
57967;1010;BU03070702;1010;;None
57968;1020;BU03070702;530;;None
57969;1080;BU03070702;165;;None
57970;1050;BU03070702;95;;None
57971;2012655;BU03070702;175;;None
57972;2012657_2;BU03070702;640;;None
57973;H008673;BU03070702;115;;None
57974;H007119;BU03070702;30;;None
57975;H008751;BU03070702;25;;None
57976;H008766;BU03070702;265;;None
57977;A008187;BU03070702;200;;None
57978;1050010_2;BU03070702;885;;None
57979;1050015;BU03070702;460;;None
57980;1016040;BU03070702;205;;None
57981;1016030;BU03070702;225;;None
57982;M000114;BU03070702;1,9;;None
57983;M000100;BU03070702;7156;;None
57984;M000297;BU03070702;883;;None
57985;M001642;BU03070702;254;;None
57986;ZW10290;BU03070702;23;;None
57987;ZW10340;BU03070702;77;;None
57988;A028725;BU03070702;96;;None
57989;A028726;BU03070702;4;;None
57990;1014800_1;BU03070702;34;;None
57991;1014850_2;BU03070702;66;;None
57992;A047047;BU03070702;43;;None
57993;A047048;BU03070702;23;;None
57994;A047051;BU03070702;0;;None
57995;ZW25808;BU03070702;77;;None
57996;ZW25807;BU03070702;23;;None
57997;M000200_2;BU03070702;195;;None
57998;301000;BU03070702;0;;None
57999;300003;BU03070702;15;;None
58000;300005;BU03070702;25;;None
58001;383105;BU03070702;30;;None
58002;300009;BU03070702;10;;None
58003;300010;BU03070702;40;;None
58004;300012;BU03070702;50;;None
58005;300014;BU03070702;25;;None
58006;A018943_2;BU03070702;640;;None
58007;A019276;BU03070702;515;;None
58008;D001045;BU03070702;125;;None
58009;M000368;BU03070702;0,7;;None
58010;A018943_4;BU03070702;2549;;None
58011;A018944;BU03070702;40;;None
58012;T001455_2;BU03070702;26;;None
58013;A047044;BU03070702;25;;None
58014;A047040;BU03070702;1;;None
58015;PC000C;BU03070702;;      3814;None
58016;M000217;BU03070702;1;;None
58017;ST0001;BU03070702;1;;None
58018;ST0003;BU03070702;4003;;None
58019;GM000C;WK030708;;Amersfoort                              ;None
58020;R00003;WK030708;;Wijk      ;None
58021;R00004;WK030708;;WK030708  ;None
58022;M000125;WK030708;;1;None
58023;T001036;WK030708;4525;;None
58024;3000;WK030708;2130;;None
58025;4000;WK030708;2395;;None
58026;10680;WK030708;655;;None
58027;53050;WK030708;460;;None
58028;53310;WK030708;890;;None
58029;53715;WK030708;1140;;None
58030;80200;WK030708;1375;;None
58031;1010;WK030708;1875;;None
58032;1020;WK030708;1745;;None
58033;1080;WK030708;500;;None
58034;1050;WK030708;405;;None
58035;2012655;WK030708;440;;None
58036;2012657_2;WK030708;815;;None
58037;H008673;WK030708;120;;None
58038;H007119;WK030708;65;;None
58039;H008751;WK030708;35;;None
58040;H008766;WK030708;185;;None
58041;A008187;WK030708;410;;None
58042;1050010_2;WK030708;2140;;None
58043;1050015;WK030708;945;;None
58044;1016040;WK030708;600;;None
58045;1016030;WK030708;590;;None
58046;M000114;WK030708;2;;None
58047;M000100;WK030708;5631;;None
58048;M000297;WK030708;2188;;None
58049;M001642;WK030708;303;;None
58050;ZW10290;WK030708;53;;None
58051;ZW10340;WK030708;47;;None
58052;A028725;WK030708;98;;None
58053;A028726;WK030708;2;;None
58054;1014800_1;WK030708;48;;None
58055;1014850_2;WK030708;52;;None
58056;A047047;WK030708;42;;None
58057;A047048;WK030708;10;;None
58058;A047051;WK030708;0;;None
58059;ZW25808;WK030708;100;;None
58060;ZW25807;WK030708;0;;None
58061;M000200_2;WK030708;375;;None
58062;301000;WK030708;0;;None
58063;300003;WK030708;30;;None
58064;300005;WK030708;45;;None
58065;383105;WK030708;45;;None
58066;300009;WK030708;15;;None
58067;300010;WK030708;95;;None
58068;300012;WK030708;100;;None
58069;300014;WK030708;50;;None
58070;A018943_2;WK030708;1705;;None
58071;A019276;WK030708;1430;;None
58072;D001045;WK030708;275;;None
58073;M000368;WK030708;0,8;;None
58074;A018943_4;WK030708;2122;;None
58075;A018944;WK030708;140;;None
58076;T001455_2;WK030708;83;;None
58077;A047044;WK030708;80;;None
58078;A047040;WK030708;3;;None
58079;ST0001;WK030708;1;;None
58080;ST0003;WK030708;2553;;None
58081;GM000C;BU03070800;;Amersfoort                              ;None
58082;R00003;BU03070800;;Buurt     ;None
58083;R00004;BU03070800;;BU03070800;None
58084;M000125;BU03070800;;1;None
58085;T001036;BU03070800;1660;;None
58086;3000;BU03070800;815;;None
58087;4000;BU03070800;845;;None
58088;10680;BU03070800;220;;None
58089;53050;BU03070800;130;;None
58090;53310;BU03070800;295;;None
58091;53715;BU03070800;440;;None
58092;80200;BU03070800;580;;None
58093;1010;BU03070800;640;;None
58094;1020;BU03070800;715;;None
58095;1080;BU03070800;175;;None
58096;1050;BU03070800;135;;None
58097;2012655;BU03070800;150;;None
58098;2012657_2;BU03070800;125;;None
58099;H008673;BU03070800;10;;None
58100;H007119;BU03070800;15;;None
58101;H008751;BU03070800;10;;None
58102;H008766;BU03070800;20;;None
58103;A008187;BU03070800;65;;None
58104;1050010_2;BU03070800;845;;None
58105;1050015;BU03070800;375;;None
58106;1016040;BU03070800;275;;None
58107;1016030;BU03070800;195;;None
58108;M000114;BU03070800;2;;None
58109;M000100;BU03070800;5225;;None
58110;M000297;BU03070800;857;;None
58111;M001642;BU03070800;331;;None
58112;ZW10290;BU03070800;58;;None
58113;ZW10340;BU03070800;42;;None
58114;A028725;BU03070800;97;;None
58115;A028726;BU03070800;3;;None
58116;1014800_1;BU03070800;52;;None
58117;1014850_2;BU03070800;48;;None
58118;A047047;BU03070800;39;;None
58119;A047048;BU03070800;10;;None
58120;A047051;BU03070800;0;;None
58121;ZW25808;BU03070800;100;;None
58122;ZW25807;BU03070800;0;;None
58123;M000200_2;BU03070800;155;;None
58124;301000;BU03070800;0;;None
58125;300003;BU03070800;10;;None
58126;300005;BU03070800;20;;None
58127;383105;BU03070800;15;;None
58128;300009;BU03070800;10;;None
58129;300010;BU03070800;45;;None
58130;300012;BU03070800;30;;None
58131;300014;BU03070800;20;;None
58132;A018943_2;BU03070800;705;;None
58133;A019276;BU03070800;600;;None
58134;D001045;BU03070800;105;;None
58135;M000368;BU03070800;0,8;;None
58136;A018943_4;BU03070800;2223;;None
58137;A018944;BU03070800;40;;None
58138;T001455_2;BU03070800;33;;None
58139;A047044;BU03070800;32;;None
58140;A047040;BU03070800;2;;None
58141;PC000C;BU03070800;;      3813;None
58142;M000217;BU03070800;1;;None
58143;ST0001;BU03070800;2;;None
58144;ST0003;BU03070800;2359;;None
58145;GM000C;BU03070801;;Amersfoort                              ;None
58146;R00003;BU03070801;;Buurt     ;None
58147;R00004;BU03070801;;BU03070801;None
58148;M000125;BU03070801;;1;None
58149;T001036;BU03070801;1755;;None
58150;3000;BU03070801;840;;None
58151;4000;BU03070801;915;;None
58152;10680;BU03070801;285;;None
58153;53050;BU03070801;250;;None
58154;53310;BU03070801;435;;None
58155;53715;BU03070801;465;;None
58156;80200;BU03070801;320;;None
58157;1010;BU03070801;885;;None
58158;1020;BU03070801;560;;None
58159;1080;BU03070801;245;;None
58160;1050;BU03070801;65;;None
58161;2012655;BU03070801;190;;None
58162;2012657_2;BU03070801;650;;None
58163;H008673;BU03070801;105;;None
58164;H007119;BU03070801;45;;None
58165;H008751;BU03070801;25;;None
58166;H008766;BU03070801;160;;None
58167;A008187;BU03070801;315;;None
58168;1050010_2;BU03070801;850;;None
58169;1050015;BU03070801;390;;None
58170;1016040;BU03070801;190;;None
58171;1016030;BU03070801;270;;None
58172;M000114;BU03070801;2,1;;None
58173;M000100;BU03070801;6731;;None
58174;M000297;BU03070801;821;;None
58175;M001642;BU03070801;263;;None
58176;ZW10290;BU03070801;37;;None
58177;ZW10340;BU03070801;63;;None
58178;A028725;BU03070801;99;;None
58179;A028726;BU03070801;1;;None
58180;1014800_1;BU03070801;34;;None
58181;1014850_2;BU03070801;66;;None
58182;A047047;BU03070801;64;;None
58183;A047048;BU03070801;2;;None
58184;A047051;BU03070801;0;;None
58185;ZW25808;BU03070801;100;;None
58186;ZW25807;BU03070801;0;;None
58187;M000200_2;BU03070801;140;;None
58188;301000;BU03070801;0;;None
58189;300003;BU03070801;15;;None
58190;300005;BU03070801;20;;None
58191;383105;BU03070801;25;;None
58192;300009;BU03070801;0;;None
58193;300010;BU03070801;25;;None
58194;300012;BU03070801;35;;None
58195;300014;BU03070801;20;;None
58196;A018943_2;BU03070801;630;;None
58197;A019276;BU03070801;535;;None
58198;D001045;BU03070801;95;;None
58199;M000368;BU03070801;0,7;;None
58200;A018943_4;BU03070801;2416;;None
58201;A018944;BU03070801;45;;None
58202;T001455_2;BU03070801;27;;None
58203;A047044;BU03070801;26;;None
58204;A047040;BU03070801;1;;None
58205;PC000C;BU03070801;;      3813;None
58206;M000217;BU03070801;1;;None
58207;ST0001;BU03070801;1;;None
58208;ST0003;BU03070801;2515;;None
58209;GM000C;BU03070803;;Amersfoort                              ;None
58210;R00003;BU03070803;;Buurt     ;None
58211;R00004;BU03070803;;BU03070803;None
58212;M000125;BU03070803;;1;None
58213;T001036;BU03070803;1110;;None
58214;3000;BU03070803;470;;None
58215;4000;BU03070803;640;;None
58216;10680;BU03070803;155;;None
58217;53050;BU03070803;85;;None
58218;53310;BU03070803;160;;None
58219;53715;BU03070803;235;;None
58220;80200;BU03070803;475;;None
58221;1010;BU03070803;350;;None
58222;1020;BU03070803;475;;None
58223;1080;BU03070803;85;;None
58224;1050;BU03070803;200;;None
58225;2012655;BU03070803;95;;None
58226;2012657_2;BU03070803;45;;None
58227;H008673;BU03070803;0;;None
58228;H007119;BU03070803;5;;None
58229;H008751;BU03070803;0;;None
58230;H008766;BU03070803;5;;None
58231;A008187;BU03070803;30;;None
58232;1050010_2;BU03070803;445;;None
58233;1050015;BU03070803;185;;None
58234;1016040;BU03070803;140;;None
58235;1016030;BU03070803;125;;None
58236;M000114;BU03070803;2,1;;None
58237;M000100;BU03070803;4927;;None
58238;M000297;BU03070803;510;;None
58239;M001642;BU03070803;319;;None
58240;ZW10290;BU03070803;72;;None
58241;ZW10340;BU03070803;28;;None
58242;A028725;BU03070803;98;;None
58243;A028726;BU03070803;2;;None
58244;1014800_1;BU03070803;62;;None
58245;1014850_2;BU03070803;38;;None
58246;A047047;BU03070803;15;;None
58247;A047048;BU03070803;23;;None
58248;A047051;BU03070803;0;;None
58249;ZW25808;BU03070803;100;;None
58250;ZW25807;BU03070803;0;;None
58251;M000200_2;BU03070803;80;;None
58252;301000;BU03070803;0;;None
58253;300003;BU03070803;5;;None
58254;300005;BU03070803;5;;None
58255;383105;BU03070803;5;;None
58256;300009;BU03070803;5;;None
58257;300010;BU03070803;20;;None
58258;300012;BU03070803;30;;None
58259;300014;BU03070803;10;;None
58260;A018943_2;BU03070803;370;;None
58261;A019276;BU03070803;295;;None
58262;D001045;BU03070803;75;;None
58263;M000368;BU03070803;0,8;;None
58264;A018943_4;BU03070803;1639;;None
58265;A018944;BU03070803;55;;None
58266;T001455_2;BU03070803;23;;None
58267;A047044;BU03070803;23;;None
58268;A047040;BU03070803;0;;None
58269;PC000C;BU03070803;;      3813;None
58270;M000217;BU03070803;1;;None
58271;ST0001;BU03070803;1;;None
58272;ST0003;BU03070803;2914;;None
58273;GM000C;WK030709;;Amersfoort                              ;None
58274;R00003;WK030709;;Wijk      ;None
