Id;Measure;WijkenEnBuurten;Value;StringValue;ValueAttribute
14501;1080;BU03610205;20;;None
14502;1050;BU03610205;30;;None
14503;2012655;BU03610205;65;;None
14504;2012657_2;BU03610205;75;;None
14505;H008673;BU03610205;10;;None
14506;H007119;BU03610205;5;;None
14507;H008751;BU03610205;5;;None
14508;H008766;BU03610205;15;;None
14509;A008187;BU03610205;35;;None
14510;1050010_2;BU03610205;225;;None
14511;1050015;BU03610205;55;;None
14512;1016040;BU03610205;90;;None
14513;1016030;BU03610205;85;;None
14514;M000114;BU03610205;2,4;;None
14515;M000100;BU03610205;5136;;None
14516;M000297;BU03610205;220;;None
14517;M001642;BU03610205;324;;None
14518;ZW10290;BU03610205;100;;None
14519;ZW10340;BU03610205;0;;None
14520;A028725;BU03610205;99;;None
14521;A028726;BU03610205;1;;None
14522;1014800_1;BU03610205;82;;None
14523;1014850_2;BU03610205;17;;None
14524;A047047;BU03610205;15;;None
14525;A047048;BU03610205;3;;None
14526;A047051;BU03610205;0;;None
14527;ZW25808;BU03610205;94;;None
14528;ZW25807;BU03610205;6;;None
14529;M000200_2;BU03610205;80;;None
14530;301000;BU03610205;0;;None
14531;300003;BU03610205;15;;None
14532;300005;BU03610205;0;;None
14533;383105;BU03610205;5;;None
14534;300009;BU03610205;0;;None
14535;300010;BU03610205;15;;None
14536;300012;BU03610205;30;;None
14537;300014;BU03610205;10;;None
14538;A018943_2;BU03610205;250;;None
14539;A019276;BU03610205;215;;None
14540;D001045;BU03610205;35;;None
14541;M000368;BU03610205;1,1;;None
14542;A018943_4;BU03610205;2317;;None
14543;A018944;BU03610205;25;;None
14544;T001455_2;BU03610205;11;;None
14545;A047044;BU03610205;11;;None
14546;A047040;BU03610205;0;;None
14547;PC000C;BU03610205;;      1823;None
14548;M000217;BU03610205;1;;None
14549;ST0001;BU03610205;1;;None
14550;ST0003;BU03610205;2914;;None
14551;GM000C;BU03610206;;Alkmaar                                 ;None
14552;R00003;BU03610206;;Buurt     ;None
14553;R00004;BU03610206;;BU03610206;None
14554;M000125;BU03610206;;1;None
14555;T001036;BU03610206;1085;;None
14556;3000;BU03610206;530;;None
14557;4000;BU03610206;555;;None
14558;10680;BU03610206;140;;None
14559;53050;BU03610206;95;;None
14560;53310;BU03610206;255;;None
14561;53715;BU03610206;325;;None
14562;80200;BU03610206;270;;None
14563;1010;BU03610206;490;;None
14564;1020;BU03610206;410;;None
14565;1080;BU03610206;135;;None
14566;1050;BU03610206;50;;None
14567;2012655;BU03610206;100;;None
14568;2012657_2;BU03610206;125;;None
14569;H008673;BU03610206;15;;None
14570;H007119;BU03610206;5;;None
14571;H008751;BU03610206;10;;None
14572;H008766;BU03610206;30;;None
14573;A008187;BU03610206;65;;None
14574;1050010_2;BU03610206;560;;None
14575;1050015;BU03610206;235;;None
14576;1016040;BU03610206;165;;None
14577;1016030;BU03610206;160;;None
14578;M000114;BU03610206;1,9;;None
14579;M000100;BU03610206;6797;;None
14580;M000297;BU03610206;563;;None
14581;M001642;BU03610206;262;;None
14582;ZW10290;BU03610206;75;;None
14583;ZW10340;BU03610206;25;;None
14584;A028725;BU03610206;98;;None
14585;A028726;BU03610206;2;;None
14586;1014800_1;BU03610206;66;;None
14587;1014850_2;BU03610206;34;;None
14588;A047047;BU03610206;29;;None
14589;A047048;BU03610206;5;;None
14590;A047051;BU03610206;0;;None
14591;ZW25808;BU03610206;91;;None
14592;ZW25807;BU03610206;9;;None
14593;M000200_2;BU03610206;90;;None
14594;301000;BU03610206;0;;None
14595;300003;BU03610206;5;;None
14596;300005;BU03610206;10;;None
14597;383105;BU03610206;5;;None
14598;300009;BU03610206;5;;None
14599;300010;BU03610206;20;;None
14600;300012;BU03610206;35;;None
14601;300014;BU03610206;10;;None
14602;A018943_2;BU03610206;485;;None
14603;A019276;BU03610206;425;;None
14604;D001045;BU03610206;60;;None
14605;M000368;BU03610206;0,9;;None
14606;A018943_4;BU03610206;3029;;None
14607;A018944;BU03610206;40;;None
14608;T001455_2;BU03610206;17;;None
14609;A047044;BU03610206;16;;None
14610;A047040;BU03610206;1;;None
14611;PC000C;BU03610206;;      1823;None
14612;M000217;BU03610206;1;;None
14613;ST0001;BU03610206;2;;None
14614;ST0003;BU03610206;1991;;None
14615;GM000C;BU03610208;;Alkmaar                                 ;None
14616;R00003;BU03610208;;Buurt     ;None
14617;R00004;BU03610208;;BU03610208;None
14618;M000125;BU03610208;;1;None
14619;T001036;BU03610208;1560;;None
14620;3000;BU03610208;805;;None
14621;4000;BU03610208;755;;None
14622;10680;BU03610208;400;;None
14623;53050;BU03610208;185;;None
14624;53310;BU03610208;400;;None
14625;53715;BU03610208;425;;None
14626;80200;BU03610208;150;;None
14627;1010;BU03610208;850;;None
14628;1020;BU03610208;600;;None
14629;1080;BU03610208;85;;None
14630;1050;BU03610208;25;;None
14631;2012655;BU03610208;85;;None
14632;2012657_2;BU03610208;90;;None
14633;H008673;BU03610208;5;;None
14634;H007119;BU03610208;15;;None
14635;H008751;BU03610208;5;;None
14636;H008766;BU03610208;10;;None
14637;A008187;BU03610208;55;;None
14638;1050010_2;BU03610208;530;;None
14639;1050015;BU03610208;75;;None
14640;1016040;BU03610208;145;;None
14641;1016030;BU03610208;310;;None
14642;M000114;BU03610208;2,9;;None
14643;M000100;BU03610208;1936;;None
14644;M000297;BU03610208;513;;None
14645;M001642;BU03610208;510;;None
14646;ZW10290;BU03610208;98;;None
14647;ZW10340;BU03610208;2;;None
14648;A028725;BU03610208;99;;None
14649;A028726;BU03610208;1;;None
14650;1014800_1;BU03610208;91;;None
14651;1014850_2;BU03610208;9;;None
14652;A047047;BU03610208;7;;None
14653;A047048;BU03610208;2;;None
14654;A047051;BU03610208;0;;None
14655;ZW25808;BU03610208;19;;None
14656;ZW25807;BU03610208;81;;None
14657;M000200_2;BU03610208;190;;None
14658;301000;BU03610208;0;;None
14659;300003;BU03610208;20;;None
14660;300005;BU03610208;25;;None
14661;383105;BU03610208;15;;None
14662;300009;BU03610208;25;;None
14663;300010;BU03610208;50;;None
14664;300012;BU03610208;35;;None
14665;300014;BU03610208;20;;None
14666;A018943_2;BU03610208;690;;None
14667;A019276;BU03610208;545;;None
14668;D001045;BU03610208;145;;None
14669;M000368;BU03610208;1,3;;None
14670;A018943_4;BU03610208;855;;None
14671;A018944;BU03610208;70;;None
14672;T001455_2;BU03610208;86;;None
14673;A047044;BU03610208;81;;None
14674;A047040;BU03610208;5;;None
14675;PC000C;BU03610208;;      1822;None
14676;M000217;BU03610208;3;;None
14677;ST0001;BU03610208;3;;None
14678;ST0003;BU03610208;1148;;None
14679;GM000C;BU03610209;;Alkmaar                                 ;None
14680;R00003;BU03610209;;Buurt     ;None
14681;R00004;BU03610209;;BU03610209;None
14682;M000125;BU03610209;;1;None
14683;T001036;BU03610209;50;;None
14684;3000;BU03610209;30;;None
14685;4000;BU03610209;20;;None
14686;10680;BU03610209;5;;None
14687;53050;BU03610209;10;;None
14688;53310;BU03610209;15;;None
14689;53715;BU03610209;20;;None
14690;80200;BU03610209;10;;None
14691;1010;BU03610209;25;;None
14692;1020;BU03610209;15;;None
14693;1080;BU03610209;5;;None
14694;1050;BU03610209;0;;None
14695;2012655;BU03610209;10;;None
14696;2012657_2;BU03610209;0;;None
14697;H008673;BU03610209;0;;None
14698;H007119;BU03610209;0;;None
14699;H008751;BU03610209;0;;None
14700;H008766;BU03610209;0;;None
14701;A008187;BU03610209;5;;None
14702;1050010_2;BU03610209;25;;None
14703;1050015;BU03610209;15;;None
14704;1016040;BU03610209;10;;None
14705;1016030;BU03610209;5;;None
14706;M000114;BU03610209;1,8;;None
14707;M000100;BU03610209;46;;None
14708;M000297;BU03610209;20;;None
14709;M001642;BU03610209;338;;None
14710;ZW10290;BU03610209;40;;None
14711;ZW10340;BU03610209;60;;None
14712;A028725;BU03610209;75;;None
14713;A028726;BU03610209;25;;None
14714;1014800_1;BU03610209;60;;None
14715;1014850_2;BU03610209;40;;None
14716;A047047;BU03610209;0;;None
14717;A047048;BU03610209;40;;None
14718;A047051;BU03610209;0;;None
14719;ZW25808;BU03610209;95;;None
14720;ZW25807;BU03610209;5;;None
14721;M000200_2;BU03610209;505;;None
14722;301000;BU03610209;0;;None
14723;300003;BU03610209;100;;None
14724;300005;BU03610209;170;;None
14725;383105;BU03610209;35;;None
14726;300009;BU03610209;55;;None
14727;300010;BU03610209;80;;None
14728;300012;BU03610209;35;;None
14729;300014;BU03610209;25;;None
14730;A018943_2;BU03610209;980;;None
14731;A019276;BU03610209;500;;None
14732;D001045;BU03610209;480;;None
14733;A018944;BU03610209;20;;None
14734;T001455_2;BU03610209;109;;None
14735;A047044;BU03610209;101;;None
14736;A047040;BU03610209;9;;None
14737;PC000C;BU03610209;;      1822;None
14738;M000217;BU03610209;1;;None
14739;ST0001;BU03610209;4;;None
14740;ST0003;BU03610209;857;;None
14741;GM000C;WK036103;;Alkmaar                                 ;None
14742;R00003;WK036103;;Wijk      ;None
14743;R00004;WK036103;;WK036103  ;None
14744;M000125;WK036103;;1;None
14745;T001036;WK036103;8060;;None
14746;3000;WK036103;3945;;None
14747;4000;WK036103;4115;;None
14748;10680;WK036103;1345;;None
14749;53050;WK036103;900;;None
14750;53310;WK036103;2425;;None
14751;53715;WK036103;2075;;None
14752;80200;WK036103;1310;;None
14753;1010;WK036103;4405;;None
14754;1020;WK036103;2490;;None
14755;1080;WK036103;845;;None
14756;1050;WK036103;320;;None
14757;2012655;WK036103;740;;None
14758;2012657_2;WK036103;3005;;None
14759;H008673;WK036103;725;;None
14760;H007119;WK036103;100;;None
14761;H008751;WK036103;135;;None
14762;H008766;WK036103;1010;;None
14763;A008187;WK036103;1035;;None
14764;1050010_2;WK036103;4030;;None
14765;1050015;WK036103;1855;;None
14766;1016040;WK036103;885;;None
14767;1016030;WK036103;1290;;None
14768;M000114;WK036103;2;;None
14769;M000100;WK036103;1412;;None
14770;M000297;WK036103;3877;;None
14771;M001642;WK036103;224;;None
14772;ZW10290;WK036103;41;;None
14773;ZW10340;WK036103;59;;None
14774;A028725;WK036103;98;;None
14775;A028726;WK036103;2;;None
14776;1014800_1;WK036103;34;;None
14777;1014850_2;WK036103;66;;None
14778;A047047;WK036103;57;;None
14779;A047048;WK036103;9;;None
14780;A047051;WK036103;0;;None
14781;ZW25808;WK036103;77;;None
14782;ZW25807;WK036103;23;;None
14783;M000200_2;WK036103;1285;;None
14784;301000;WK036103;0;;None
14785;300003;WK036103;230;;None
14786;300005;WK036103;285;;None
14787;383105;WK036103;110;;None
14788;300009;WK036103;85;;None
14789;300010;WK036103;275;;None
14790;300012;WK036103;180;;None
14791;300014;WK036103;115;;None
14792;A018943_2;WK036103;10815;;None
14793;A019276;WK036103;7440;;None
14794;D001045;WK036103;3375;;None
14795;A018944;WK036103;235;;None
14796;T001455_2;WK036103;615;;None
14797;A047044;WK036103;571;;None
14798;A047040;WK036103;44;;None
14799;ST0001;WK036103;2;;None
14800;ST0003;WK036103;2338;;None
14801;GM000C;BU03610300;;Alkmaar                                 ;None
14802;R00003;BU03610300;;Buurt     ;None
14803;R00004;BU03610300;;BU03610300;None
14804;M000125;BU03610300;;1;None
14805;T001036;BU03610300;2785;;None
14806;3000;BU03610300;1320;;None
14807;4000;BU03610300;1470;;None
14808;10680;BU03610300;460;;None
14809;53050;BU03610300;255;;None
14810;53310;BU03610300;825;;None
14811;53715;BU03610300;715;;None
14812;80200;BU03610300;535;;None
14813;1010;BU03610300;1510;;None
14814;1020;BU03610300;870;;None
14815;1080;BU03610300;290;;None
14816;1050;BU03610300;115;;None
14817;2012655;BU03610300;265;;None
14818;2012657_2;BU03610300;550;;None
14819;H008673;BU03610300;160;;None
14820;H007119;BU03610300;25;;None
14821;H008751;BU03610300;40;;None
14822;H008766;BU03610300;115;;None
14823;A008187;BU03610300;210;;None
14824;1050010_2;BU03610300;1415;;None
14825;1050015;BU03610300;615;;None
14826;1016040;BU03610300;360;;None
14827;1016030;BU03610300;440;;None
14828;M000114;BU03610300;2;;None
14829;M000100;BU03610300;10569;;None
14830;M000297;BU03610300;1375;;None
14831;M001642;BU03610300;253;;None
14832;ZW10290;BU03610300;60;;None
14833;ZW10340;BU03610300;40;;None
14834;A028725;BU03610300;97;;None
14835;A028726;BU03610300;3;;None
14836;1014800_1;BU03610300;38;;None
14837;1014850_2;BU03610300;62;;None
14838;A047047;BU03610300;56;;None
14839;A047048;BU03610300;6;;None
14840;A047051;BU03610300;0;;None
14841;ZW25808;BU03610300;64;;None
14842;ZW25807;BU03610300;36;;None
14843;M000200_2;BU03610300;275;;None
14844;301000;BU03610300;0;;None
14845;300003;BU03610300;60;;None
14846;300005;BU03610300;40;;None
14847;383105;BU03610300;20;;None
14848;300009;BU03610300;10;;None
14849;300010;BU03610300;55;;None
14850;300012;BU03610300;55;;None
14851;300014;BU03610300;35;;None
14852;A018943_2;BU03610300;1150;;None
14853;A019276;BU03610300;975;;None
14854;D001045;BU03610300;175;;None
14855;M000368;BU03610300;0,8;;None
14856;A018943_4;BU03610300;4365;;None
14857;A018944;BU03610300;80;;None
14858;T001455_2;BU03610300;29;;None
14859;A047044;BU03610300;26;;None
14860;A047040;BU03610300;2;;None
14861;PC000C;BU03610300;;      1813;None
14862;M000217;BU03610300;1;;None
14863;ST0001;BU03610300;1;;None
14864;ST0003;BU03610300;2985;;None
14865;GM000C;BU03610301;;Alkmaar                                 ;None
14866;R00003;BU03610301;;Buurt     ;None
14867;R00004;BU03610301;;BU03610301;None
14868;M000125;BU03610301;;1;None
14869;T001036;BU03610301;970;;None
14870;3000;BU03610301;495;;None
14871;4000;BU03610301;475;;None
14872;10680;BU03610301;80;;None
14873;53050;BU03610301;80;;None
14874;53310;BU03610301;290;;None
14875;53715;BU03610301;290;;None
14876;80200;BU03610301;230;;None
14877;1010;BU03610301;490;;None
14878;1020;BU03610301;295;;None
14879;1080;BU03610301;120;;None
14880;1050;BU03610301;60;;None
14881;2012655;BU03610301;100;;None
14882;2012657_2;BU03610301;180;;None
14883;H008673;BU03610301;20;;None
14884;H007119;BU03610301;15;;None
14885;H008751;BU03610301;20;;None
14886;H008766;BU03610301;60;;None
14887;A008187;BU03610301;70;;None
14888;1050010_2;BU03610301;600;;None
14889;1050015;BU03610301;345;;None
14890;1016040;BU03610301;145;;None
14891;1016030;BU03610301;105;;None
14892;M000114;BU03610301;1,6;;None
14893;M000100;BU03610301;1414;;None
14894;M000297;BU03610301;574;;None
14895;M001642;BU03610301;246;;None
14896;ZW10290;BU03610301;21;;None
14897;ZW10340;BU03610301;79;;None
14898;A028725;BU03610301;98;;None
14899;A028726;BU03610301;2;;None
14900;1014800_1;BU03610301;53;;None
14901;1014850_2;BU03610301;47;;None
14902;A047047;BU03610301;30;;None
14903;A047048;BU03610301;17;;None
14904;A047051;BU03610301;0;;None
14905;ZW25808;BU03610301;48;;None
14906;ZW25807;BU03610301;52;;None
14907;M000200_2;BU03610301;360;;None
14908;301000;BU03610301;0;;None
14909;300003;BU03610301;50;;None
14910;300005;BU03610301;90;;None
14911;383105;BU03610301;30;;None
14912;300009;BU03610301;20;;None
14913;300010;BU03610301;85;;None
14914;300012;BU03610301;50;;None
14915;300014;BU03610301;40;;None
14916;A018943_2;BU03610301;515;;None
14917;A019276;BU03610301;425;;None
14918;D001045;BU03610301;90;;None
14919;M000368;BU03610301;0,9;;None
14920;A018943_4;BU03610301;750;;None
14921;A018944;BU03610301;30;;None
14922;T001455_2;BU03610301;77;;None
14923;A047044;BU03610301;69;;None
14924;A047040;BU03610301;8;;None
14925;PC000C;BU03610301;;      1813;None
14926;M000217;BU03610301;4;;None
14927;ST0001;BU03610301;2;;None
14928;ST0003;BU03610301;2325;;None
14929;GM000C;BU03610302;;Alkmaar                                 ;None
14930;R00003;BU03610302;;Buurt     ;None
14931;R00004;BU03610302;;BU03610302;None
14932;M000125;BU03610302;;1;None
14933;T001036;BU03610302;3045;;None
14934;3000;BU03610302;1510;;None
14935;4000;BU03610302;1535;;None
14936;10680;BU03610302;635;;None
14937;53050;BU03610302;415;;None
14938;53310;BU03610302;880;;None
14939;53715;BU03610302;745;;None
14940;80200;BU03610302;370;;None
14941;1010;BU03610302;1705;;None
14942;1020;BU03610302;920;;None
14943;1080;BU03610302;330;;None
14944;1050;BU03610302;90;;None
14945;2012655;BU03610302;225;;None
14946;2012657_2;BU03610302;1975;;None
14947;H008673;BU03610302;500;;None
14948;H007119;BU03610302;50;;None
14949;H008751;BU03610302;55;;None
14950;H008766;BU03610302;705;;None
14951;A008187;BU03610302;660;;None
14952;1050010_2;BU03610302;1355;;None
14953;1050015;BU03610302;580;;None
14954;1016040;BU03610302;220;;None
14955;1016030;BU03610302;560;;None
14956;M000114;BU03610302;2,2;;None
14957;M000100;BU03610302;10892;;None
14958;M000297;BU03610302;1322;;None
14959;M001642;BU03610302;181;;None
14960;ZW10290;BU03610302;27;;None
14961;ZW10340;BU03610302;73;;None
14962;A028725;BU03610302;99;;None
14963;A028726;BU03610302;1;;None
14964;1014800_1;BU03610302;9;;None
14965;1014850_2;BU03610302;91;;None
14966;A047047;BU03610302;88;;None
14967;A047048;BU03610302;3;;None
14968;A047051;BU03610302;0;;None
14969;ZW25808;BU03610302;99;;None
14970;ZW25807;BU03610302;1;;None
14971;M000200_2;BU03610302;150;;None
14972;301000;BU03610302;0;;None
14973;300003;BU03610302;30;;None
14974;300005;BU03610302;25;;None
14975;383105;BU03610302;25;;None
14976;300009;BU03610302;0;;None
14977;300010;BU03610302;30;;None
14978;300012;BU03610302;25;;None
14979;300014;BU03610302;15;;None
14980;A018943_2;BU03610302;920;;None
14981;A019276;BU03610302;770;;None
14982;D001045;BU03610302;150;;None
14983;M000368;BU03610302;0,7;;None
14984;A018943_4;BU03610302;3291;;None
14985;A018944;BU03610302;35;;None
14986;T001455_2;BU03610302;28;;None
14987;A047044;BU03610302;28;;None
14988;A047040;BU03610302;1;;None
14989;PC000C;BU03610302;;      1813;None
14990;M000217;BU03610302;1;;None
14991;ST0001;BU03610302;2;;None
14992;ST0003;BU03610302;2107;;None
14993;GM000C;BU03610303;;Alkmaar                                 ;None
14994;R00003;BU03610303;;Buurt     ;None
14995;R00004;BU03610303;;BU03610303;None
14996;M000125;BU03610303;;1;None
14997;T001036;BU03610303;1245;;None
14998;3000;BU03610303;610;;None
14999;4000;BU03610303;635;;None
15000;10680;BU03610303;170;;None
15001;53050;BU03610303;155;;None
15002;53310;BU03610303;420;;None
15003;53715;BU03610303;325;;None
15004;80200;BU03610303;175;;None
15005;1010;BU03610303;695;;None
15006;1020;BU03610303;395;;None
15007;1080;BU03610303;105;;None
15008;1050;BU03610303;50;;None
15009;2012655;BU03610303;150;;None
15010;2012657_2;BU03610303;300;;None
15011;H008673;BU03610303;45;;None
15012;H007119;BU03610303;5;;None
15013;H008751;BU03610303;25;;None
15014;H008766;BU03610303;135;;None
15015;A008187;BU03610303;90;;None
15016;1050010_2;BU03610303;645;;None
15017;1050015;BU03610303;320;;None
15018;1016040;BU03610303;150;;None
15019;1016030;BU03610303;185;;None
15020;M000114;BU03610303;1,9;;None
15021;M000100;BU03610303;5188;;None
15022;M000297;BU03610303;598;;None
15023;M001642;BU03610303;234;;None
15024;ZW10290;BU03610303;46;;None
15025;ZW10340;BU03610303;54;;None
15026;A028725;BU03610303;98;;None
15027;A028726;BU03610303;2;;None
15028;1014800_1;BU03610303;60;;None
15029;1014850_2;BU03610303;40;;None
15030;A047047;BU03610303;20;;None
15031;A047048;BU03610303;20;;None
15032;A047051;BU03610303;0;;None
15033;ZW25808;BU03610303;84;;None
15034;ZW25807;BU03610303;16;;None
15035;M000200_2;BU03610303;170;;None
15036;301000;BU03610303;0;;None
15037;300003;BU03610303;30;;None
15038;300005;BU03610303;30;;None
15039;383105;BU03610303;10;;None
15040;300009;BU03610303;15;;None
15041;300010;BU03610303;35;;None
15042;300012;BU03610303;40;;None
15043;300014;BU03610303;15;;None
